char,ucn,kRSUnicode,kTotalStrokes,kIICore,kUnihanCore2020,IsHCoreSim
淶,U+6DF6,85.8,11,,HMT,
混,U+6DF7,85.8,11,AGTJHKMP,GHJKMPT,h
淸,U+6DF8,85.8,11,AKP,KP,
淹,U+6DF9,85.8,11,AGTJHKMP,GHJKMPT,h
淺,U+6DFA,85.8,11,ATJHKMP,HJKMPT,
添,U+6DFB,85.8,11,AGTJHKMP,GHJKMPT,h
淼,U+6DFC,85.8,12,BGTM,GHMT,
淽,U+6DFD,85.8,10,,HMT,
淾,U+6DFE,85.8,12,,H,
淿,U+6DFF,85.8,11,,,
渀,U+6E00,85.8,11,,HMT,
渁,U+6E01,85.8,11,,,
渂,U+6E02,85.8,11,,H,
渃,U+6E03,85.9,11,,HMT,
渄,U+6E04,85.8,11,,H,
清,U+6E05,85.8,11,AGTJHM,GHJMT,h
渆,U+6E06,85.8,11,,,
渇,U+6E07,85.8,11,AJ,J,
済,U+6E08,85.8,11,AJ,J,
渉,U+6E09,85.8,11,AJ,J,
渊,U+6E0A,85.8,11,AG,GHJ,h
渋,U+6E0B,85.8,11,AJ,J,
渌,U+6E0C,85.8,11,,G,h
渍,U+6E0D,85.8,11,AG,G,h
渎,U+6E0E,85.8,11,CG,G,h
渏,U+6E0F,85.8,11,,H,
渐,U+6E10,85.8,11,AG,G,h
渑,U+6E11,85.8,11,CG,G,
渒,U+6E12,85.8,11,,,
渓,U+6E13,85.8,11,AJ,J,
渔,U+6E14,85.8,11,AG,G,h
渕,U+6E15,85.8,11,CJ,HJ,
渖,U+6E16,85.8,11,,G,
渗,U+6E17,85.8,11,AG,GK,h
渘,U+6E18,85.9,12,,H,
渙,U+6E19,85.9,12,ATJHKMP,HJKMPT,
渚,U+6E1A,85.8,11,AGTJHKMP,GHJKMPT,h
減,U+6E1B,85.9,12,ATJHKMP,HJKMPT,
渜,U+6E1C,85.9,12,,HMT,
渝,U+6E1D,85.9,12,AGTHM,GHJMT,h
渞,U+6E1E,85.9,12,,,
渟,U+6E1F,85.9,12,ATJKP,GHJKMPT,
渠,U+6E20,85.9 75.8,11,AGTJHKMP,GHJKMPT,h
渡,U+6E21,85.9,12,AGTJHKMP,GHJKMPT,h
渢,U+6E22,85.9,12,,HMT,
渣,U+6E23,85.9,12,AGTHKMP,GHJKMPT,h
渤,U+6E24,85.9,12,AGTJHKMP,GHJKMPT,h
渥,U+6E25,85.9,12,AGTJHKMP,GHJKMPT,h
渦,U+6E26,85.9,11,ATJHKMP,HJKMPT,
渧,U+6E27,85.9,12,,HMT,
渨,U+6E28,85.9,12,,HMT,
温,U+6E29,85.9,12,AGJ,GHJ,h
渪,U+6E2A,85.9,12,,H,
渫,U+6E2B,85.9,12,AGTJKP,GHJKMPT,
測,U+6E2C,85.9,12,ATJHKMP,HJKMPT,
渭,U+6E2D,85.9,12,AGTJHKMP,GHJKMPT,h
渮,U+6E2E,85.9,11,,HJMT,
港,U+6E2F,85.9,12,AGTJHKMP,GHJKMPT,h
渰,U+6E30,85.9,12,,GHMT,
渱,U+6E31,85.9,12,,HMT,
渲,U+6E32,85.9,12,AGTHKMP,GHKMPT,h
渳,U+6E33,85.9,12,,HMT,
渴,U+6E34,85.9,12,AGTHKMP,GHJKMPT,h
渵,U+6E35,85.9,11,,HMT,
渶,U+6E36,85.9,11,AKP,HKMPT,
渷,U+6E37,85.9,12,,,
游,U+6E38,85.9,12,AGTJHKMP,GHJKMPT,h
游,U+6E38,85.9,12,AGTJHKMP,GHJKMPT,h
渹,U+6E39,85.9,12,,HMT,
渺,U+6E3A,85.9,12,AGTJHKMP,GHJKMPT,h
渻,U+6E3B,85.9,12,,HMT,
渼,U+6E3C,85.9,12,ATKP,GHKMPT,
渽,U+6E3D,85.9,12,AKP,HKMPT,
渾,U+6E3E,85.9,12,ATJHKMP,HJKMPT,
渿,U+6E3F,85.9,12,,HMT,
湀,U+6E40,85.9,12,,HMT,
湁,U+6E41,85.9,12,,HMT,
湂,U+6E42,85.9,12,,,
湃,U+6E43,85.9,12,AGTJHKMP,GHJKMPT,h
湄,U+6E44,85.9,12,AGTHKMP,GHKMPT,h
湅,U+6E45,85.9,12,,HMT,
湆,U+6E46,85.9,12,,HMT,
湇,U+6E47,85.9,12,,HMT,
湈,U+6E48,85.9,12,,,
湉,U+6E49,85.9,12,,GHMT,
湊,U+6E4A,85.9,12,ATJHKMP,HJKMPT,
湋,U+6E4B,85.9,12,,HMT,
湌,U+6E4C,85.9,12,,,
湍,U+6E4D,85.9,12,AGTJHKMP,GHJKMPT,h
湎,U+6E4E,85.9,12,AGT,GHJMT,
湏,U+6E4F,85.9,12,,H,
湐,U+6E50,85.9,12,,H,
湑,U+6E51,85.9,12,,GHMT,
湒,U+6E52,85.9,12,,HMT,
湓,U+6E53,85.9,12,,GHMT,
湔,U+6E54,85.9,12,AGTH,GHMT,h
湕,U+6E55,85.9,11,,HMT,
湖,U+6E56,85.9,12,AGTJHKMP,GHJKMPT,h
湗,U+6E57,85.9,12,,H,
湘,U+6E58,85.9,12,AGTJHKMP,GHJKMPT,h
湙,U+6E59,85.9,12,,H,
湚,U+6E5A,85.9,12,,HMT,
湛,U+6E5B,85.9,12,AGTJHKMP,GHJKMPT,h
湜,U+6E5C,85.9,12,AGKP,GHKMPT,
湝,U+6E5D,85.9,12,,GHMT,
湞,U+6E5E,85.9,12,AKP,HKMPT,
湟,U+6E5F,85.9,12,AGTKP,GHJKMPT,
湠,U+6E60,85.9,12,,HMT,
湡,U+6E61,85.9,12,CT,HMT,
湢,U+6E62,85.9,12,,HMT,
湣,U+6E63,85.9,12,AT,GHMT,
湤,U+6E64,85.9,12,,HMT,
湥,U+6E65,85.9,12,,HMT,
湦,U+6E66,85.9,12,,HMT,
湧,U+6E67,85.9,12,ATJHKMP,HJKMPT,
湨,U+6E68,85.9,12,,GHMT,
湩,U+6E69,85.9,12,AT,HMT,
湪,U+6E6A,85.9,12,,,
湫,U+6E6B,85.9,12,AGJKP,GHJKMPT,
湬,U+6E6C,85.9,13,,,
湭,U+6E6D,85.9,12,,,
湮,U+6E6E,85.9,12,AGTHKMP,GHJKMPT,h
湯,U+6E6F,85.9,12,ATJHKMP,HJKMPT,
湰,U+6E70,85.9,12,,,
湱,U+6E71,85.9,12,,HMT,
湲,U+6E72,85.9,12,AGTKP,GHJKMPT,
湳,U+6E73,85.9,12,ATKP,HKMPT,
湴,U+6E74,85.8,11,,GHMT,
湵,U+6E75,85.9,12,,,
湶,U+6E76,85.9,12,,HJ,
湷,U+6E77,85.9,12,,HMT,
湸,U+6E78,85.9,12,,HMT,
湹,U+6E79,85.9,12,,HMT,
湺,U+6E7A,85.9,12,AKP,KP,
湻,U+6E7B,85.9,12,,,
湼,U+6E7C,85.9,12,,H,
湽,U+6E7D,85.9,12,,,
湾,U+6E7E,85.9,12,AGJ,GJ,h
湿,U+6E7F,85.9,12,AGJ,GJ,h
湿,U+6E7F,85.9,12,AGJ,GJ,h
満,U+6E80,85.9,12,AJ,J,
溁,U+6E81,85.9,12,,G,
溂,U+6E82,85.9,12,,J,
溃,U+6E83,85.9,12,AG,G,h
溄,U+6E84,85.9,12,,,
溅,U+6E85,85.9,12,AG,G,h
溆,U+6E86,85.9,12,,GH,
溇,U+6E87,85.9,12,CG,G,
溈,U+6E88,85.9,12,,HMT,
溉,U+6E89,85.9,12,AGTHM,GHMT,h
溊,U+6E8A,85.9,12,,,
溋,U+6E8B,85.9,12,,H,
溌,U+6E8C,85.9,12,AJ,J,
溍,U+6E8D,85.10,13,,GHMT,
溎,U+6E8E,85.10,13,,HMT,
溏,U+6E8F,85.10,13,CT,GHJMT,
源,U+6E90,85.10,13,AGTJHKMP,GHJKMPT,h
溑,U+6E91,85.10,13,,,
溒,U+6E92,85.10,13,,HMT,
溓,U+6E93,85.10,13,,HMT,
溔,U+6E94,85.10,13,,HMT,
溕,U+6E95,85.10,13,,,
準,U+6E96,85.10,13,ATJHKMP,HJKMPT,
溗,U+6E97,85.10,13,,HMT,
溘,U+6E98,85.10,13,AGTJHM,GHJMT,h
溙,U+6E99,85.10,13,,HMT,
溚,U+6E9A,85.10,12,,GH,
溛,U+6E9B,85.10,13,,HMT,
溜,U+6E9C,85.10,13,AGTJHKMP,GHJKMPT,h
溝,U+6E9D,85.10,13,ATJHKMP,HJKMPT,
溞,U+6E9E,85.10,12,,GHMT,
溟,U+6E9F,85.10,13,AGTJKP,GHJKMPT,
溠,U+6EA0,85.10,12,,GHMT,
溡,U+6EA1,85.10,13,,HMT,
溢,U+6EA2,85.10,13,AGTJHKMP,GHJKMPT,h
溣,U+6EA3,85.10,13,,HMT,
溤,U+6EA4,85.10,13,,HMT,
溥,U+6EA5,85.10,13,AGTJHKMP,GHJKMPT,h
溦,U+6EA6,85.10,13,,GHMT,
溧,U+6EA7,85.10,13,AGT,GHMT,
溨,U+6EA8,85.10,13,,,
溩,U+6EA9,85.10,13,,,
溪,U+6EAA,85.10,13,AGTJHKMP,GHJKMPT,h
溫,U+6EAB,85.10,13,ATHKMP,HJKMPT,
溬,U+6EAC,85.10,12,,,
溭,U+6EAD,85.10,13,,,
溮,U+6EAE,85.10,13,,HMT,
溯,U+6EAF,85.10,13,AGTJHKMP,GHJKMPT,h
溰,U+6EB0,85.10,13,,HMT,
溱,U+6EB1,85.10,13,AGTKP,GHKMPT,
溲,U+6EB2,85.10,12,,GHJMT,
溳,U+6EB3,85.10,13,,HMT,
溴,U+6EB4,85.10,13,AGT,GHMT,
溵,U+6EB5,85.10,13,CK,GH,
溶,U+6EB6,85.10,13,AGTJHKMP,GHJKMPT,h
溷,U+6EB7,85.10,13,,GHJMT,
溸,U+6EB8,85.10,13,,H,
溹,U+6EB9,85.10,13,,GHMT,
溺,U+6EBA,85.10,13,AGTJHKMP,GHJKMPT,h
溻,U+6EBB,85.10,13,,GH,
溼,U+6EBC,85.10,13,ATH,HMT,
溽,U+6EBD,85.10,13,CT,GHJMT,
溾,U+6EBE,85.10,12,,HMT,
溿,U+6EBF,85.10,13,,HMT,
滀,U+6EC0,85.10,13,,HMT,
滁,U+6EC1,85.10,12,AG,GHMT,
滂,U+6EC2,85.10,13,AGTJHKMP,GHJKMPT,h
滃,U+6EC3,85.10,13,,GHMT,
滄,U+6EC4,85.10,13,ATJHKMP,HJKMPT,
滅,U+6EC5,85.10,13,ATJHKMP,HJKMPT,
滆,U+6EC6,85.10,13,,GHMT,
滇,U+6EC7,85.10,13,AGTHM,GHMT,h
滈,U+6EC8,85.10,13,,HMT,
滉,U+6EC9,85.10,13,ATJKP,GHJKMPT,
滊,U+6ECA,85.10,13,,HMT,
滋,U+6ECB,85.9,12,AGTJHKMP,GHJKMPT,h
滌,U+6ECC,85.11,13,ATHKMP,HJKMPT,
滍,U+6ECD,85.10,13,,GHMT,
滎,U+6ECE,85.10,14,ATKP,HKMPT,
滏,U+6ECF,85.10,13,,GHMT,
滐,U+6ED0,85.10,13,,HMT,
滑,U+6ED1,85.10,12,AGTJHKMP,GHJKMPT,h
滒,U+6ED2,85.10,13,,HMT,
滓,U+6ED3,85.10,13,AGTJHKMP,GHJKMPT,h
滔,U+6ED4,85.10,13,AGTJHKMP,GHJKMPT,h
滕,U+6ED5,85.10,15,AGTJHM,GHJMT,h
滖,U+6ED6,85.10,13,,HMT,
滗,U+6ED7,85.10,13,,G,
滘,U+6ED8,85.10,13,BGH,GHMT,h
滙,U+6ED9,85.10,13,CH,H,
滚,U+6EDA,85.11,13,AG,GH,h
滛,U+6EDB,85.10,13,,H,
滜,U+6EDC,85.10,13,,HMT,
滝,U+6EDD,85.10,13,AJ,HJ,
滞,U+6EDE,85.9,12,AGJ,GJ,h
滟,U+6EDF,85.10,13,CG,G,
滠,U+6EE0,85.10,13,,G,
满,U+6EE1,85.10,13,AG,G,h
滢,U+6EE2,85.10,13,CG,GH,
滣,U+6EE3,85.10,13,,,
滤,U+6EE4,85.10,13,AG,G,h
滥,U+6EE5,85.10,13,AG,G,h
滦,U+6EE6,85.10,13,AG,G,
滧,U+6EE7,85.10,13,,G,
滨,U+6EE8,85.10,13,AG,GH,h
滩,U+6EE9,85.10,13,AG,GH,h
滪,U+6EEA,85.10,13,,G,
滫,U+6EEB,85.11,13,,GHMT,
滬,U+6EEC,85.11,14,ATJHM,HJMT,
滭,U+6EED,85.11,13,,HMT,
滮,U+6EEE,85.11,14,,HMT,
滯,U+6EEF,85.11,14,ATHKMP,HJKMPT,
滰,U+6EF0,85.11,14,,,
滱,U+6EF1,85.11,14,,HMT,
滲,U+6EF2,85.11,14,ATJHKMP,HJMPT,
滳,U+6EF3,85.11,14,,,
滴,U+6EF4,85.11,14,AGTJHKMP,GHJKMPT,h
滵,U+6EF5,85.11,14,,HMT,
滶,U+6EF6,85.11,13,,HMT,
滷,U+6EF7,85.11,14,ATM,HJMT,
滸,U+6EF8,85.11,14,ATJKMP,HJKMPT,
滹,U+6EF9,85.11,14,,GHMT,
滺,U+6EFA,85.11,14,,H,
滻,U+6EFB,85.11,14,,HMT,
滼,U+6EFC,85.11,14,,HMT,
滽,U+6EFD,85.11,14,,HMT,
滾,U+6EFE,85.11,14,ATHKMP,HJKMPT,
滿,U+6EFF,85.11,14,ATJHKMP,HJKMPT,
漀,U+6F00,85.11,15,,HMT,
漁,U+6F01,85.11,14,ATJHKMP,HJKMPT,
漂,U+6F02,85.11,14,AGTJHKMP,GHJKMPT,h
漃,U+6F03,85.11,14,,HMT,
漄,U+6F04,85.11,14,,H,
漅,U+6F05,85.11,14,,HMT,
漆,U+6F06,85.11,14,AGTJHKMP,GHJKMPT,h
漇,U+6F07,85.11,14,,HMT,
漈,U+6F08,85.11,14,,GHMT,
漉,U+6F09,85.11,14,AGTJ,GHJMT,
漊,U+6F0A,85.11,14,,HMT,
漋,U+6F0B,85.12,14,,GH,
漌,U+6F0C,85.11,14,CK,H,
漍,U+6F0D,85.11,14,,HMT,
漎,U+6F0E,85.11,14,,HMT,
漏,U+6F0F,85.11,14,AGTJHKMP,GHJKMPT,h
漐,U+6F10,85.11,15,,,
漑,U+6F11,85.11,14,AJKP,JKP,
漒,U+6F12,85.11,15,,HMT,
漓,U+6F13,85.10,13,AGTHM,GHJMT,h
演,U+6F14,85.11,14,AGTJHKMP,GHJKMPT,h
漕,U+6F15,85.11,14,AGTJHKP,GHJKMPT,h
漖,U+6F16,85.11,14,,GH,
漗,U+6F17,85.11,14,,H,
漘,U+6F18,85.11,14,,HMT,
漙,U+6F19,85.11,14,,HMT,
漚,U+6F1A,85.11,14,CT,HMT,
漛,U+6F1B,85.11,14,,,
漜,U+6F1C,85.11,14,,HMT,
漝,U+6F1D,85.11,14,,,
漞,U+6F1E,85.11,14,,HMT,
漟,U+6F1F,85.11,14,,HMT,
漠,U+6F20,85.11,13,AGTJHKMP,GHJKMPT,h
漡,U+6F21,85.11,14,,HMT,
漢,U+6F22,85.11,14,ATJHKMP,HJKMPT,
漣,U+6F23,85.11,13,ATJHKMP,HJKMPT,
漤,U+6F24,85.11,14,,GH,
漥,U+6F25,85.11,14,CT,HMT,
漦,U+6F26,85.11,15,,GHMT,
漧,U+6F27,85.11,14,CT,HMT,
漨,U+6F28,85.11,13,,,
漩,U+6F29,85.11,14,AGTHM,GHMT,h
漪,U+6F2A,85.11,14,AGTHM,GHMT,h
漫,U+6F2B,85.11,14,AGTJHKMP,GHJKMPT,h
漬,U+6F2C,85.11,14,ATJHKMP,HJKMPT,
漭,U+6F2D,85.11,13,,GHMT,
漮,U+6F2E,85.11,14,,HMT,
漯,U+6F2F,85.11,14,AGT,GHMT,
漰,U+6F30,85.11,14,,HMT,
漱,U+6F31,85.11,14,AGTJHKMP,GHJKMPT,h
漲,U+6F32,85.11,14,ATJHKMP,HJKMPT,
漳,U+6F33,85.11,14,AGTHKM,GHMT,h
漴,U+6F34,85.11,14,,GH,
漵,U+6F35,85.11,14,,HMT,
漶,U+6F36,85.11,14,,GHMT,
漷,U+6F37,85.11,13,,GHMT,
漸,U+6F38,85.11,14,ATJHKMP,HJKMPT,
漹,U+6F39,85.11,14,,GHMT,
漺,U+6F3A,85.11,14,,HMT,
漻,U+6F3B,85.11,14,,GHMT,
漼,U+6F3C,85.11,14,,GHMT,
漽,U+6F3D,85.12,15,,H,
漾,U+6F3E,85.11,14,AGTHKM,GHJMT,h
漿,U+6F3F,85.11,15,ATJHKMP,HJKMPT,
潀,U+6F40,85.11,14,,HMT,
潁,U+6F41,85.11,15,ATJKP,HJKMPT,
潂,U+6F42,85.11,14,,,
潃,U+6F43,85.11,13,,HMT,
潄,U+6F44,85.11,14,,H,
潅,U+6F45,85.11,14,AJ,J,
潆,U+6F46,85.11,14,,G,
潇,U+6F47,85.11,14,CG,G,h
潈,U+6F48,85.11,14,,,
潉,U+6F49,85.11,14,,,
潊,U+6F4A,85.11,14,,,
潋,U+6F4B,85.11,14,CG,G,
潌,U+6F4C,85.11,14,,,
潍,U+6F4D,85.11,14,AG,G,
潎,U+6F4E,85.12,14,,HMT,
潏,U+6F4F,85.12,15,,GHMT,
潐,U+6F50,85.12,15,,HMT,
潑,U+6F51,85.12,15,ATHKMP,HJKMPT,
潒,U+6F52,85.12,14,,HMT,
潓,U+6F53,85.12,15,,HMT,
潔,U+6F54,85.12,15,ATJHKMP,HJKMPT,
潕,U+6F55,85.12,15,,HMT,
潖,U+6F56,85.12,15,,GH,
潗,U+6F57,85.12,15,AKP,HKMPT,
潘,U+6F58,85.12,15,AGTJHKMP,GHJKMPT,h
潙,U+6F59,85.12,15,,,
潚,U+6F5A,85.12,16,AKP,HKMPT,
潛,U+6F5B,85.12,15,ATHKMP,HJKMPT,
潜,U+6F5C,85.12,15,AGJ,GHJ,h
潝,U+6F5D,85.12,15,,HMT,
潞,U+6F5E,85.12,16,AGKP,GHKMPT,
潟,U+6F5F,85.12,15,AGTJKP,GHJKMPT,
潠,U+6F60,85.12,15,AT,HMT,
潡,U+6F61,85.12,15,,HMT,
潢,U+6F62,85.12,14,AGTKMP,GHKMPT,
潣,U+6F63,85.12,15,CK,HMT,
潤,U+6F64,85.12,15,ATJHKMP,HJKMPT,
潥,U+6F65,85.12,15,,,
潦,U+6F66,85.12,15,AGTHM,GHJMT,h
潧,U+6F67,85.12,15,,HMT,
潨,U+6F68,85.12,15,,,
潩,U+6F69,85.12,14,,GHMT,
潪,U+6F6A,85.12,15,,HMT,
潫,U+6F6B,85.12,15,,HMT,
潬,U+6F6C,85.12,15,,HMT,
潭,U+6F6D,85.12,15,AGTJHKMP,GHJKMPT,h
潮,U+6F6E,85.12,15,AGTJHKMP,GHJKMPT,h
潯,U+6F6F,85.12,15,ATJM,HJMT,
潰,U+6F70,85.12,15,ATJHKMP,HJKMPT,
潱,U+6F71,85.12,15,,,
潲,U+6F72,85.12,15,,GHMT,
潳,U+6F73,85.12,14,,HMT,
潴,U+6F74,85.12,14,BGJ,GHJ,
潵,U+6F75,85.12,15,,G,
潶,U+6F76,85.12,15,,HMT,
潷,U+6F77,85.12,15,,HMT,
潸,U+6F78,85.12,15,AGTHM,GHJMT,h
潹,U+6F79,85.12,15,,H,
潺,U+6F7A,85.12,15,AGTJHKMP,GHJKMPT,h
潻,U+6F7B,85.12,15,,HMT,
潼,U+6F7C,85.12,15,AGTHKMP,GHJKMPT,h
潽,U+6F7D,85.12,15,AGKP,GHKMPT,
潾,U+6F7E,85.12,15,ATKP,GHKMPT,
潿,U+6F7F,85.12,15,,HMT,
澀,U+6F80,85.14,17,ATHM,HJMT,
澁,U+6F81,85.12,15,AJKP,HJKP,
澂,U+6F82,85.12,15,BGT,GHJMT,
澃,U+6F83,85.12,16,,,
澄,U+6F84,85.12,15,AGTJHKMP,GHJKMPT,h
澅,U+6F85,85.12,15,,HMT,
澆,U+6F86,85.12,15,ATHM,HJMT,
澇,U+6F87,85.12,15,BTM,HMT,
澈,U+6F88,85.12,15,AGTHKMP,GHKMPT,h
澉,U+6F89,85.12,14,,GHMT,
澊,U+6F8A,85.12,15,,H,
澋,U+6F8B,85.12,15,,HMT,
澌,U+6F8C,85.12,15,,GHMT,
澍,U+6F8D,85.12,15,AGTHKMP,GHKMPT,h
澎,U+6F8E,85.12,15,AGTJHKMP,GHJKMPT,h
澏,U+6F8F,85.12,15,,,
澐,U+6F90,85.12,15,ATKP,HKMPT,
澑,U+6F91,85.12,15,,J,
澒,U+6F92,85.12,15,,HMT,
澓,U+6F93,85.12,15,,HMT,
澔,U+6F94,85.12,15,ATKP,HKMPT,
澕,U+6F95,85.12,13,,HMT,
澖,U+6F96,85.12,15,,HMT,
澗,U+6F97,85.12,15,ATJHKMP,HJKMPT,
澘,U+6F98,85.12,15,,,
澙,U+6F99,85.13,15,,,
澚,U+6F9A,85.12,14,,,
澛,U+6F9B,85.12,15,,G,
澜,U+6F9C,85.12,15,AG,G,h
澝,U+6F9D,85.12,15,,H,
澞,U+6F9E,85.13,16,,HMT,
澟,U+6F9F,85.13,16,,H,
澠,U+6FA0,85.13,16,AT,HMT,
澡,U+6FA1,85.13,16,AGTHM,GHJMT,h
澢,U+6FA2,85.13,16,,HMT,
澣,U+6FA3,85.13,16,AKP,HJKMPT,
澤,U+6FA4,85.13,16,ATJHKMP,HJKMPT,
澥,U+6FA5,85.13,16,,GHMT,
澦,U+6FA6,85.13,16,AT,HMT,
澧,U+6FA7,85.13,16,AGTHKMP,GHKMPT,h
澨,U+6FA8,85.13,16,,HMT,
澩,U+6FA9,85.13,17,,HMT,
澪,U+6FAA,85.13,16,CJ,GHJMT,
澫,U+6FAB,85.13,15,,HMT,
澬,U+6FAC,85.13,16,,HMT,
澭,U+6FAD,85.13,16,,GHMT,
澮,U+6FAE,85.13,16,AKP,HKMPT,
澯,U+6FAF,85.13,16,AKP,HKMPT,
澰,U+6FB0,85.13,16,,HMT,
澱,U+6FB1,85.13,16,ATJHKMP,HJKMPT,
澲,U+6FB2,85.13,16,,HMT,
澳,U+6FB3,85.13,15,AGTJHKMP,GHJKMPT,h
澴,U+6FB4,85.13,16,AGT,GHMT,
澵,U+6FB5,85.13,16,,H,
澶,U+6FB6,85.13,16,AGT,GHMT,
澷,U+6FB7,85.13,16,,,
澸,U+6FB8,85.13,16,,HMT,
澹,U+6FB9,85.13,16,AGTJHKMP,GHJKMPT,h
澺,U+6FBA,85.13,16,,HMT,
澻,U+6FBB,85.13,15,,H,
澼,U+6FBC,85.13,16,,GHMT,
澽,U+6FBD,85.13,16,,GHMT,
澾,U+6FBE,85.13,15,AKP,HKP,
澿,U+6FBF,85.13,16,,HMT,
激,U+6FC0,85.13,16,AGTJHKMP,GHJKMPT,h
濁,U+6FC1,85.13,16,ATJHKMP,HJKMPT,
濂,U+6FC2,85.13,16,AGTHKMP,GHJKMPT,h
濃,U+6FC3,85.13,16,ATJHKMP,HJKMPT,
濄,U+6FC4,85.13,14,,HMT,
濅,U+6FC5,85.13,16,,,
濆,U+6FC6,85.13,15,,HJMT,
濇,U+6FC7,85.13,16,,HMT,
濈,U+6FC8,85.13,15,,HMT,
濉,U+6FC9,85.13,16,,GHMT,
濊,U+6FCA,85.13,16,AKP,HKMPT,
濋,U+6FCB,85.13,16,,GHMT,
濌,U+6FCC,85.13,17,,HMT,
濍,U+6FCD,85.13,15,,HMT,
濎,U+6FCE,85.13,15,,HMT,
濏,U+6FCF,85.13,16,,HMT,
濐,U+6FD0,85.12,15,,,
濑,U+6FD1,85.13,16,CG,G,h
濒,U+6FD2,85.13,16,AG,G,h
濓,U+6FD3,85.13,16,,H,
濔,U+6FD4,85.14,17,,HJMT,
濕,U+6FD5,85.14,17,ATHKMP,HJKMPT,
濖,U+6FD6,85.13,16,,,
濗,U+6FD7,85.14,16,,,
濘,U+6FD8,85.14,17,ATJHM,HJMT,
濙,U+6FD9,85.14,17,,H,
濚,U+6FDA,85.14,17,AKP,HKP,
濛,U+6FDB,85.14,16,AGTHM,HJMT,
濜,U+6FDC,85.14,17,,HMT,
濝,U+6FDD,85.14,17,,HMT,
濞,U+6FDE,85.14,17,,GHMT,
濟,U+6FDF,85.14,17,ATHKMP,HJKMPT,
濠,U+6FE0,85.14,17,AGTJHKMP,GHJKMPT,h
濡,U+6FE1,85.14,17,AGTJHKMP,GHJKMPT,h
濢,U+6FE2,85.14,17,,HMT,
濣,U+6FE3,85.14,17,,HMT,
濤,U+6FE4,85.14,17,ATJHKMP,HJKMPT,
濥,U+6FE5,85.14,17,,,
濦,U+6FE6,85.14,17,,HMT,
濧,U+6FE7,85.14,17,,HMT,
濨,U+6FE8,85.14,16,CT,HMT,
濩,U+6FE9,85.14,16,ATKP,GHKMPT,
濪,U+6FEA,85.14,17,,,
濫,U+6FEB,85.14,17,ATJHKMP,HJKMPT,
濬,U+6FEC,85.14,17,AGTHKMP,HJKMPT,h
濭,U+6FED,85.14,16,,HMT,
濮,U+6FEE,85.14,17,AGT,GHJMT,
濯,U+6FEF,85.14,17,AGTJHKMP,GHJKMPT,h
濰,U+6FF0,85.14,17,ATM,HMT,
濱,U+6FF1,85.14,17,ATJHKMP,HJKMPT,
濲,U+6FF2,85.14,17,,HMT,
濳,U+6FF3,85.16,19,,J,
濴,U+6FF4,85.14,17,,HMT,
濵,U+6FF5,85.14,17,,,
濶,U+6FF6,85.14,17,CJ,HJ,
濷,U+6FF7,85.14,18,,HMT,
濸,U+6FF8,85.14,16,,H,
濹,U+6FF9,85.15,17,,,
濺,U+6FFA,85.15,18,ATHM,HJMT,
濻,U+6FFB,85.15,17,,HMT,
濼,U+6FFC,85.15,18,,HMT,
濽,U+6FFD,85.15,18,,,
濾,U+6FFE,85.15,18,ATJHKMP,HJKMPT,
濿,U+6FFF,85.15,17,,HMT,
瀀,U+7000,85.15,18,,HMT,
瀁,U+7001,85.15,17,AKP,HJKMPT,
瀂,U+7002,85.15,18,,,
瀃,U+7003,85.15,18,,H,
瀄,U+7004,85.15,16,,HMT,
瀅,U+7005,85.15,18,ATKP,HKMPT,
瀆,U+7006,85.15,18,ATJHKMP,HJKMPT,
瀇,U+7007,85.15,17,,HMT,
瀈,U+7008,85.15,18,,,
瀉,U+7009,85.15,18,ATJHKMP,HJKMPT,
瀊,U+700A,85.15,18,,HMT,
瀋,U+700B,85.15,18,ATJHKMP,HJKMPT,
瀌,U+700C,85.15,18,,GHMT,
瀍,U+700D,85.15,18,,GHMT,
瀎,U+700E,85.15,17,,HMT,
瀏,U+700F,85.15,18,ATHKMP,HJKMPT,
瀐,U+7010,85.15,18,,,
瀑,U+7011,85.15,18,AGTJHKMP,GHJKMPT,h
瀒,U+7012,85.15,18,,,
瀓,U+7013,85.15,18,,,
瀔,U+7014,85.15,18,,GHMT,
瀕,U+7015,85.16,19,ATJHKMP,HJKMPT,
瀖,U+7016,85.16,19,,HMT,
瀗,U+7017,85.16,19,,HMT,
瀘,U+7018,85.16,19,ATKMP,HJKMPT,
瀙,U+7019,85.16,19,,HMT,
瀚,U+701A,85.16,19,AGTJHKMP,GHJKMPT,h
瀛,U+701B,85.16,19,AGTJHKMP,GHJKMPT,h
瀜,U+701C,85.16,19,AKP,HKMPT,
瀝,U+701D,85.16,19,ATJHKMP,HJKMPT,
瀞,U+701E,85.16,17,ATJKP,HJKP,
瀟,U+701F,85.16,19,ATJHKMP,HJKMPT,
瀠,U+7020,85.16,19,,HMT,
瀡,U+7021,85.16,17,,HMT,
瀢,U+7022,85.16,18,,HMT,
瀣,U+7023,85.16,19,AGTKP,GHKMPT,
瀤,U+7024,85.16,19,,HMT,
瀥,U+7025,85.16,19,,,
瀦,U+7026,85.16,18,AJ,HJMT,
瀧,U+7027,85.16,19,ATJKP,HJKMPT,
瀨,U+7028,85.16,19,ATJHKMP,HJKMPT,
瀩,U+7029,85.16,19,,HMT,
瀪,U+702A,85.16,20,,HMT,
